Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Audi,90,28.379,4.6,91.6,2181.2,petrol,"5,533","1,164",219,"6,916"
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116,petrol,"5,440","1,209",205,"6,854"
Toyota,Picnic,25.29875,4.5,94,1998,petrol,"4,369","2,044",415,"6,828"
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"3,416","3,134",231,"6,781"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"4,587","1,783",295,"6,665"
Subaru,Forester,51.646,0,110,1995,petrol,"4,410","1,639",540,"6,589"
Kia,Mentor,14.76166667,4.666666667,75,1594,petrol,"4,260","2,014",191,"6,465"
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"3,778","2,450",237,"6,465"
Peugeot,806,29.57028571,5,84,1997.142857,diesel,"4,333","1,582",309,"6,224"
Mini,Cooper,31.38814286,6.714285714,111,1711.571429,petrol,"3,376","2,356",394,"6,126"
Kia,Shuma,15.16166667,4.666666667,75,1594,petrol,"4,335","1,502",206,"6,043"
Seat,Marbella,6.494,5,30,903,petrol,"2,557","3,145",219,"5,921"
Lotus,Elise,53.792,6,134.3333333,1730,petrol,"5,074",554,256,"5,884"
Mercedes,SLS,264.675,7,420,6208,petrol,"4,186","1,332",287,"5,805"
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"3,949","1,561",246,"5,756"
Triumph,Acclaim,6.050333333,4.333333333,52,1335,petrol,"3,700","1,861",157,"5,718"
Alfa-Romeo,146,18.19842857,5,87.71428571,1696.428571,petrol,"3,961","1,422",282,"5,665"
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,"4,734",456,400,"5,590"
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,"4,209","1,169",193,"5,571"
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,"4,491",898,166,"5,555"
Jaguar,XE,65.56875,8,167.25,1998,petrol,"4,374",900,178,"5,452"
Fiat,Multipla,25.2075,5,80.5,1753,petrol,"3,451","1,703",247,"5,401"
Volvo,S70,36.90769355,4.5,126.1451613,2344,petrol,"4,513",619,267,"5,399"
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,"4,458",699,237,"5,394"
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,"4,308",723,200,"5,231"
Ford,Explorer,76.71,0,336,0,petrol,"3,929","1,065",180,"5,174"
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"3,201","1,683",249,"5,133"
Audi,Cabriolet,43.9745,4.5,98,2309,petrol,"2,981","1,795",274,"5,050"
Daihatsu,Terios,26.19775,4.625,77,1495,petrol,"2,417","2,207",220,"4,844"
Honda,Legend,69.397,5,173,3358.666667,petrol,"4,018",586,218,"4,822"
Alfa-Romeo,164,38.39725,4.75,131,2652.375,petrol,"3,872",580,190,"4,642"
Audi,A2,23.0525,5,55,1406,petrol,"2,461","1,791",290,"4,542"
Renault,9,11.49625,4.75,50.25,1507.5,petrol,"2,892","1,436",168,"4,496"
BMW,X5,113.2693333,8,246.3333333,2994.666667,diesel,"3,161",843,175,"4,179"
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,"2,954",984,201,"4,139"
Alfa-Romeo,145,17.42714286,5,87.71428571,1696.428571,petrol,"2,744","1,135",204,"4,083"
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"3,468",460,138,"4,066"
Suzuki,Ignis,19.45142857,3.571428571,61,1197,petrol,"2,029","1,772",196,"3,997"
Honda,Shuttle,30.081,4,110,2254,petrol,"2,613","1,098",245,"3,956"
Alfa-Romeo,Spider,55.2,6,163.5,2696.5,petrol,"2,660","1,071",215,"3,946"
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,petrol,"1,759","1,981",163,"3,903"
Alfa-Romeo,155,23.90933333,5,100.6666667,2016.777778,petrol,"3,203",489,124,"3,816"
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"2,358","1,227",175,"3,760"
Mazda,Premacy,23.22409091,4.909090909,82,1938,petrol,"2,292",990,432,"3,714"
MG,ZR,21.02333333,5,92.33333333,1729.333333,petrol,"2,302","1,088",98,"3,488"
Mini,One,24.09525,6.25,68.75,1498.25,petrol,"1,489","1,741",223,"3,453"
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,"2,437",622,334,"3,393"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"2,235","1,026",128,"3,389"
Suzuki,Samurai,12.25,5,43,1325,petrol,"1,800","1,203",124,"3,127"
Alfa-Romeo,33,13.818,5,66,1351,petrol,"2,381",581,133,"3,095"
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,"2,348",621,108,"3,077"
Audi,A8,116.545,8,230,2981,petrol,"2,366",191,121,"2,678"
Volvo,S60,52.085,8,223.8333333,1969,petrol,"2,020",272,374,"2,666"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,"1,856",577,175,"2,608"
Opel,Manta,11.9845625,4,69,1762.75,petrol,"1,963",413,49,"2,425"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"1,516",747,97,"2,360"
Toyota,Paseo,15.764,5,66,1497,petrol,"1,026","1,185",98,"2,309"
BMW,M550i,134.789,8,390,4395,petrol,"2,015",122,73,"2,210"
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,petrol,"1,454",682,57,"2,193"
BMW,640i,114.8758333,8,235,2979,petrol,"1,862",234,76,"2,172"
Honda,Logo,13.382,2.5,48,1343,petrol,801,"1,238",104,"2,143"
Audi,S3,60.87,6.75,228,1984,petrol,"1,571",351,102,"2,024"
Porsche,928,110.0985,5,235,4957,petrol,"1,717",179,91,"1,987"
Fiat,126,3.781,4,18,652,petrol,894,994,75,"1,963"
Nissan,Silvia,21.01833333,4.666666667,66,1206,petrol,"1,440",442,66,"1,948"
Hyundai,Stellar,11.263,4.5,55,1597,petrol,"1,561",309,53,"1,923"
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,diesel,"1,471",262,92,"1,825"
Daihatsu,Move,12.924,4,43,989,petrol,812,893,90,"1,795"
Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,petrol,"1,204",502,82,"1,788"
Kia,Rio,22.95871429,6.285714286,80,998,petrol,"1,139",560,53,"1,752"
Hyundai,Trajet,30.352,4.4,99,2117.6,petrol,"1,177",503,66,"1,746"
BMW,850i,111.993,5,220,4988,petrol,"1,470",159,68,"1,697"
Honda,CRX,28.735,4.666666667,100.6666667,1590,petrol,"1,005",594,89,"1,688"
Daihatsu,Applause,15.6985,4.5,73,1590,petrol,"1,081",520,85,"1,686"
Triumph,TR7,13.137,5,93.5,1998,petrol,"1,370",240,59,"1,669"
Kia,Carens,31.195,6,105.875,1755.75,petrol,"1,161",419,44,"1,624"
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,petrol,"1,342",210,40,"1,592"
MG,ZS,30.99,0,105,335,automatic,"1,289",258,45,"1,592"
Porsche,Carrera,646.605,6,450,5733,petrol,"1,381",146,61,"1,588"
Rover,2000,17.182,5,74,1994,petrol,"1,399",136,39,"1,574"
Honda,S2000,55.25,6,177,1997,petrol,"1,187",311,68,"1,566"
Aston-Martin,DB7,158.823,4.5,250,3228,petrol,"1,351",130,63,"1,544"
Fiat,Croma,34.33029412,5.588235294,105,1962.058824,diesel,"1,202",268,51,"1,521"
Skoda,120,3.3322,4.6,15.6,469.6,petrol,"1,091",392,38,"1,521"
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"1,089",390,37,"1,516"
Lada,Niva,12.241,5,57,1568,petrol,"1,192",275,48,"1,515"
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,"1,189",247,48,"1,484"
Daimler,3.6,71.602,4,149,3590,petrol,"1,280",150,47,"1,477"
Lotus,Esprit,93.42433333,5,233,2995,petrol,"1,345",65,42,"1,452"
Audi,Quattro,61.235,5,147,2144,petrol,"1,229",131,45,"1,405"
Saab,99,11.34,4,74,1985,petrol,"1,073",270,58,"1,401"
Opel,Kadett,13.31085714,4.089285714,53.33928571,1518.678571,petrol,905,399,59,"1,363"
Fiat,Barchetta,28.295,5,96,1747,petrol,920,342,70,"1,332"
Renault,18,12.84981818,4.636363636,57.36363636,1849.545455,petrol,"1,014",254,36,"1,304"
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"1,082",112,57,"1,251"
Daimler,4,92.798,4,166,3980,petrol,"1,055",139,55,"1,249"
Lancia,Dedra,21.76576923,5,81.69230769,1808.384615,petrol,996,209,41,"1,246"
Datsun,Cherry,8.400222222,4.333333333,44.55555556,1350,petrol,734,466,24,"1,224"
Morris,Marina,5.758,4,43,1275,petrol,954,253,13,"1,220"
Suzuki,X-90,16.641,4.5,71,1590,petrol,386,710,48,"1,144"
Nissan,Laurel,18.6532,4.6,74.8,2652.8,diesel,909,178,34,"1,121"
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,969,89,53,"1,111"
TVR,Griffith,71.187,5,239,4997,petrol,917,73,31,"1,021"
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,663317,741211,"48,137",1452665
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,848688,435425,"37,824",1321937
Rover,2000,17.182,5,74,1994,petrol,412901,191178,"19,354",623433
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,316860,205484,"28,578",550922
Ford,Mondeo,39.97375,1.75,130.25,1998.5,petrol,434818,"99,993","14,694",549505
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,206169,313684,"21,661",541514
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,357909,"84,096","9,863",451868
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,183114,231527,"21,896",436537
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,154867,241354,"15,752",411973
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,250643,"93,275","15,566",359484
Peugeot,306,18.64264,4.84,67,1698.64,petrol,191042,118199,"12,053",321294
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,105925,173363,"10,568",289856
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,131504,129130,"11,932",272566
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,142794,100408,"11,562",254764
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,137734,"86,611","9,344",233689
Peugeot,405,20.43008333,4.791666667,69.875,1773,petrol,179235,"44,623","7,000",230858
Ford,Orion,15.40377778,5,60.11111111,1593.111111,petrol,156003,"57,562","5,293",218858
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,118749,"72,786","8,988",200523
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,126677,"32,557","5,728",164962
Citroen,AX,10.83275,5,45,1242,petrol,"66,086","89,705","6,336",162127
Renault,Laguna,34.02059211,5.552631579,99,1920.026316,diesel,120470,"30,784","4,797",156051
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,127852,"20,358","3,153",151363
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,112511,"29,761","6,240",148512
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"65,464","75,640","3,824",144928
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,"91,012","43,109","4,165",138286
Ford,Ka+,15.46,5,60.8,1196,petrol,"43,096","89,056","5,982",138134
BMW,535i,93.71425,8,225,2979,petrol,105399,"18,834","5,319",129552
Citroen,ZX,16.05676923,4.923076923,67,1703.153846,petrol,"80,863","42,254","5,382",128499
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,"81,388","42,528","4,243",128159
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,"51,225","67,354","2,709",121288
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,"91,833","22,536","5,608",119977
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,"89,931","21,884","5,673",117488
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"64,606","46,140","4,864",115610
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,"53,229","55,291","4,484",113004
Renault,19,16.29053333,4.8,57.86666667,1645.133333,petrol,"74,387","34,649","3,834",112870
Land-Rover,Discovery,107.4521429,8,182.5714286,2425.428571,diesel,"85,549","22,731","4,331",112611
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"86,558","19,322","3,820",109700
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,"85,510","16,457","3,657",105624
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"68,886","28,904","4,629",102419
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,"77,037","21,032","3,068",101137
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,"51,887","28,076","2,744","82,707"
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,"60,863","15,650","4,417","80,930"
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"58,361","14,937","2,722","76,020"
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"55,124","14,033","2,491","71,648"
Skoda,Felicia,11.370625,5,48,1518,petrol,"44,319","22,488","2,436","69,243"
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"33,306","28,307","2,403","64,016"
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,"48,047","11,821","3,167","63,035"
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"43,874","13,983","3,999","61,856"
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,"47,588","8,995","3,331","59,914"
Hyundai,Accent,14.293,4.6,75.4,1479,petrol,"33,683","23,290","1,830","58,803"
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,"42,562","12,466","2,008","57,036"
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"41,428","11,429","2,513","55,370"
Jaguar,XJ,137.5695455,8,223.5454545,2813,petrol,"46,987","5,539","1,996","54,522"
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310,petrol,"27,628","24,047","2,120","53,795"
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,"30,796","20,041","2,115","52,952"
Fiat,Brava,17.22277778,4.888888889,70,1615.333333,petrol,"32,295","18,097","1,806","52,198"
Fiat,Panda,10.42388889,5,52.44444444,1095.777778,petrol,"22,255","26,407","2,091","50,753"
Saab,9000,41.616,4.6,125.36,2336.52,petrol,"39,092","7,680","2,511","49,283"
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,"31,304","15,218","1,361","47,883"
Fiat,Cinquecento,7.712,5,29,899,petrol,"15,584","28,560","2,029","46,173"
Volvo,940,30.236875,4.5,110,2316,petrol,"32,436","7,963","2,155","42,554"
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"19,938","19,168","2,727","41,833"
Rover,Mini,7.92,4,33.33333333,868.3333333,petrol,"16,826","23,020","1,592","41,438"
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,"17,681","19,857","3,285","40,823"
Skoda,Favorit,7.863333333,5,44,1289,petrol,"26,280","13,255","1,183","40,718"
Ford,Galaxy,53.78571429,6,124.8571429,1855,diesel,"26,916","11,509","2,038","40,463"
Renault,Espace,59,7,166,1798,petrol,"27,208","9,232","1,942","38,382"
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"29,569","6,580","2,193","38,342"
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,"23,766","12,541","1,838","38,145"
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"26,203","10,005","1,632","37,840"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"29,137","5,821","1,366","36,324"
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"16,027","17,190","1,338","34,555"
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"16,167","16,235","2,021","34,423"
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,"26,802","5,861","1,354","34,017"
Toyota,Starlet,11.389,4.142857143,53,1308.285714,petrol,"12,744","19,486","1,392","33,622"
Toyota,MR2,34.19,6,103,1794,petrol,"21,660","9,593","1,302","32,555"
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"18,054","11,821","1,220","31,095"
Hyundai,Lantra,16.4455,4.666666667,78,1741,petrol,"21,884","8,129",832,"30,845"
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498,petrol,"18,552","10,721","1,030","30,303"
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"23,348","5,500","1,402","30,250"
Fiat,Bravo,22.455,6,92.30769231,1466.307692,petrol,"17,546","11,470","1,155","30,171"
Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"13,794","13,614","1,449","28,857"
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"21,183","5,926","1,592","28,701"
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"13,156","13,768","1,122","28,046"
Audi,100,37.32636,4.76,101.12,2349.08,petrol,"22,314","4,589","1,064","27,967"
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"18,191","7,962","1,230","27,383"
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,petrol,"19,269","6,865","1,012","27,146"
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"18,063","7,148","1,696","26,907"
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"18,599","6,281","1,090","25,970"
BMW,740i,115.533,8,250,2998,petrol,"21,860","2,579","1,030","25,469"
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,"20,993","2,934",750,"24,677"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"19,616","3,164",603,"23,383"
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475,petrol,"12,138","9,359","1,055","22,552"
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"11,417","9,808","1,204","22,429"
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"17,243","3,701","1,480","22,424"
Honda,Concerto,16.67175,4.5,74,1541.5,petrol,"14,509","6,887",974,"22,370"
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"12,725","8,031","1,465","22,221"
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"17,582","2,971","1,177","21,730"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"16,007","4,802",772,"21,581"
Kia,Pride,9.358333333,4.333333333,47,1324,petrol,"9,350","11,103",813,"21,266"
Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"15,596","4,452","1,215","21,263"
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"16,748","3,725",758,"21,231"
Fiat,Seicento,8.17,5,40,1108,petrol,"7,265","12,795",803,"20,863"
Toyota,Previa,43.08,4.666666667,105,2239.666667,petrol,"13,260","5,322","1,137","19,719"
Renault,11,11.63114286,4.428571429,47.14285714,1477,petrol,"12,143","6,665",635,"19,443"
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,petrol,"13,804","4,545",647,"18,996"
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,"14,916","3,133",798,"18,847"
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,petrol,"15,189","3,046",514,"18,749"
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"12,919","4,482","1,332","18,733"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"11,862","5,834","1,007","18,703"
Lada,Samara,10.9158,5,49.8,1372.4,petrol,"12,077","4,539",455,"17,071"
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"12,494","3,985",497,"16,976"
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,petrol,"12,719","3,227",499,"16,445"
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"11,643","4,079",505,"16,227"
Ford,Capri,11.7129,4,69,1864.8,petrol,"13,407","2,528",274,"16,209"
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,petrol,"11,240","3,705",492,"15,437"
Daewoo,Espero,16.80266667,4.5,71,1764,petrol,"11,958","2,914",412,"15,284"
Saab,9-3X,49.28583333,6,145,1963.666667,petrol,"10,216","3,563","1,101","14,880"
BMW,Z3,39.7374,4.6,115,2234.4,petrol,"8,209","5,609",933,"14,751"
Volkswagen,Sharan,45.6995,6,114,1854.2,diesel,"9,782","3,884","1,008","14,674"
Nissan,Serena,22.95383333,5,67.33333333,1908.166667,petrol,"9,727","4,214",576,"14,517"
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,"11,770","1,794",526,"14,090"
Ford,Probe,24.84,5,102,2244,petrol,"10,408","3,198",415,"14,021"
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,petrol,"7,989","5,388",447,"13,824"
Ford,Maverick,29.151,5,89,2526.5,petrol,"9,554","3,512",449,"13,515"
Rover,75,39.35238095,5,98.04761905,1928.714286,petrol,"11,201","1,563",435,"13,199"
Nissan,Prairie,21.407,4.5,72,1974,petrol,"8,950","3,734",504,"13,188"
Rover,45,23.322,3.75,84.2,1853.9,petrol,"10,135","2,525",336,"12,996"
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"8,187","4,292",408,"12,887"
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"10,916","1,125",441,"12,482"
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"8,252","3,518",393,"12,163"
Skoda,Octavia,30.65053846,6.346153846,95,1136.692308,petrol,"9,524","1,937",468,"11,929"
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041,petrol,"8,438","2,744",505,"11,687"
Chrysler,Neon,19.71783333,4,98,1995,petrol,"7,942","3,003",405,"11,350"
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,"9,027","1,669",342,"11,038"
Subaru,Justy,11.745,5,51,998,petrol,"4,724","5,403",734,"10,861"
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"5,780","4,082",694,"10,556"
Suzuki,Wagon,9.8628,5,50,1090.4,petrol,"5,484","4,232",393,"10,109"
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"7,335","2,242",427,"10,004"
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"7,902","1,498",412,"9,812"
Mazda,121,13.191,5,51.33333333,1431.333333,petrol,"3,731","5,596",429,"9,756"
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"8,180","1,064",411,"9,655"
Mazda,MX-3,22.127,5,83,1721.5,petrol,"4,796","4,317",494,"9,607"
Peugeot,505,20.65665217,4.956521739,67,2234.26087,petrol,"6,986","2,092",476,"9,554"
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"5,663","3,273",408,"9,344"
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"3,165","5,724",452,"9,341"
Suzuki,SJ,8.4656,4.6,41.4,1182.4,petrol,"5,870","3,116",330,"9,316"
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"6,055","2,777",341,"9,173"
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"7,579",958,616,"9,153"
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,"7,474","1,224",360,"9,058"
Toyota,Supra,81.295,8,250,2998,petrol,"7,194","1,161",234,"8,589"
Triumph,Acclaim,6.050333333,4.333333333,52,1335,petrol,"5,510","2,858",195,"8,563"
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"6,413","1,771",368,"8,552"
Peugeot,305,12.61125,4.5,56.25,1607.25,petrol,"6,265","1,801",264,"8,330"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"5,449","2,278",319,"8,046"
Porsche,944,59.4905,5,137.5,2734.5,petrol,"6,443","1,278",301,"8,022"
Audi,90,28.379,4.6,91.6,2181.2,petrol,"6,275","1,373",249,"7,897"
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362,petrol,"6,088","1,561",235,"7,884"
Suzuki,Alto,9.5628,4.6,50,996,petrol,"2,963","4,602",292,"7,857"
Jaguar,XK,145.6466667,6,283,5000,petrol,"6,527",963,357,"7,847"
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384,petrol,"3,156","4,368",316,"7,840"
Mercedes,ML,77.41666667,7,188.3333333,2876,diesel,"5,483","1,969",379,"7,831"
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,"6,698",659,467,"7,824"
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,"6,218","1,146",406,"7,770"
Volkswagen,Corrado,35.34,5,118,1781,petrol,"6,005","1,272",336,"7,613"
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"5,817","1,317",294,"7,428"
Seat,Alhambra,49.82277778,6,115.8333333,1746.944444,petrol,"4,996","1,693",473,"7,162"
Seat,Marbella,6.494,5,30,903,petrol,"2,935","3,853",253,"7,041"
Daewoo,Leganza,23.245,4.5,98,1998,petrol,"5,679","1,109",225,"7,013"
Renault,9,11.49625,4.75,50.25,1507.5,petrol,"4,418","2,275",220,"6,913"
Porsche,Boxster,83.50125,6.5,213.5,3071,petrol,"5,362","1,182",335,"6,879"
Honda,HR-V,32.723,3.6,96,1498,petrol,"3,668","2,700",265,"6,633"
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116,petrol,"5,330","1,096",194,"6,620"
Kia,Mentor,14.76166667,4.666666667,75,1594,petrol,"4,206","1,930",192,"6,328"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"3,963","2,100",232,"6,295"
Toyota,Picnic,25.29875,4.5,94,1998,petrol,"3,996","1,837",361,"6,194"
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,petrol,"4,893",790,206,"5,889"
BMW,M3,135.1055,6.5,309,3999,petrol,"4,961",604,182,"5,747"
Suzuki,Jimny,25.94322222,4.777777778,67,1372.666667,petrol,"2,520","2,966",246,"5,732"
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"4,133","1,136",298,"5,567"
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,"4,392",861,162,"5,415"
Mercedes,SLS,264.675,7,420,6208,petrol,"3,802","1,248",234,"5,284"
Mazda,Demio,14.7754,4.8,51.4,1428.4,petrol,"2,713","2,384",179,"5,276"
Peugeot,806,29.57028571,5,84,1997.142857,diesel,"3,574","1,313",269,"5,156"
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"3,576","1,323",233,"5,132"
Alfa-Romeo,164,38.39725,4.75,131,2652.375,petrol,"4,295",613,221,"5,129"
Alfa-Romeo,146,18.19842857,5,87.71428571,1696.428571,petrol,"3,572","1,272",239,"5,083"
